K02117	3
K01232	2
K15675	1
K16006	2
K22607	2
K21003	2
K03705	1
K07018	7
K01685	2
K12574	5
K03703	3
K04763	4
K09769	3
K03531	2
K11753	4
K21838	12
K03498	7
K22131	2
K01269	3
K22452	2
K10562	3
K03070	1
K04496	3
K07282	2
K04487	3
K01567	2
K02982	1
K21194	2
K17828	2
K19111	5
K24530	2
K03762	2
K12375	3
K02243	2
K05808	2
K18765	1
K02753	3
K03648	2
K04078	1
K03744	5
K01096	3
K03590	2
K09828	2
K11105	3
K11953	5
K03596	6
K13590	6
K06287	2
K01955	2
K15835	2
K05914	2
K23448	3
K07028	7
K17331	4
K03717	2
K01200	3
K24534	2
K13634	6
K04079	3
K03649	2
K01139	4
K03665	1
K00882	5
K15580	13
K21038	5
K12953	2
K00790	2
K02652	2
K04069	2
K20681	3
K06023	2
K24573	7
K03924	3
K19585	1
K02992	1
K00688	3
K20257	12
K13637	16
K04486	14
K03629	2
K17723	7
K04043	3
K12992	1
K18672	2
K12348	2
K12901	5
K21271	2
K06934	2
K13558	1
K20597	1
K13421	4
K09384	4
K00133	4
K19622	9
K06965	3
K07552	6
K07030	2
K09925	1
K00526	1
K06878	2
K06949	2
K11693	7
K02172	18
K23510	2
K02080	5
K23547	2
K07048	2
K21810	1
K00656	2
K18353	6
K03833	3
K22977	3
K10108	4
K12349	22
K01533	6
K23997	3
K21051	2
K09482	1
K07713	1
K15256	14
K09834	3
K01880	2
K07455	1
K01223	36
K17063	1
K02120	1
K06286	3
K04718	3
K10524	4
K05665	5
K02424	2
K00088	1
K21832	2
K02528	2
K01921	3
K19250	1
K03700	1
K02519	3
K03609	6
K19649	1
K20608	2
K09691	4
K03075	1
K09927	3
K07012	1
K15915	3
K13700	1
K12410	4
K20837	2
K03282	2
K24120	2
K18814	1
K09903	3
K07739	2
K04708	4
K08964	7
K11145	2
K12988	13
K03664	2
K06131	6
K02238	6
K06027	2
K13633	3
K02988	1
K00850	1
K01451	1
K03593	1
K11754	7
K10545	4
K01893	1
K05778	1
K05674	10
K03595	2
K19630	6
K06970	1
K18908	4
K12203	3
K13593	18
K01989	3
K08600	5
K03111	5
K12573	3
K22043	3
K07441	1
K05836	25
K11956	3
K00119	2
K06976	3
K07649	6
K03829	12
K02788	15
K06187	1
K22296	10
K06196	1
K03743	2
K13829	2
K13745	2
K08252	2
K11203	3
K11529	4
K03660	4
K04014	2
K21486	1
K01537	2
K23993	2
K20836	3
K07101	3
K24570	1
K06020	8
K21023	6
K06158	17
K02757	26
K03292	7
K03779	1
K07637	8
K04485	2
K16014	5
K03978	3
K12251	4
K15904	1
K01534	4
K21152	2
K08678	3
K09710	2
K17192	2
K06960	1
K09772	3
K07042	4
K11687	2
K15932	1
K06399	2
K00525	2
K08483	3
K07192	2
K15633	2
K09835	6
K19724	2
K23242	2
K03830	1
K12941	8
K03778	2
K06016	2
K08679	8
K23316	3
K09584	2
K06180	9
K19421	1
K00266	2
K12999	2
K06024	3
K06909	3
K03715	2
K05666	7
K02536	5
K00057	2
K00041	4
K02123	2
K03455	1
K06942	1
K05394	4
K13049	5
K01631	4
K00134	1
K09951	2
K05837	8
K12308	2
K07456	10
K20571	6
K06398	1
K00099	2
K01999	3
K24588	5
K07752	3
K03378	3
K02669	3
K18954	1
K02760	7
K10009	2
K03784	16
K05304	1
K03654	1
K20984	1
K11493	1
K03092	7
K19314	2
K06941	2
K03429	1
K21225	2
K20801	5
K02072	1
K05996	2
K20419	2
K03177	3
K05275	4
K03437	2
K03475	1
K06999	5
K18581	4
K03526	4
K00042	3
K02851	4
K12960	71
K02847	1
K03780	2
K06113	7
K20959	4
K13656	1
K02810	18
K03650	8
K12252	2
K13797	1
K00681	3
K11600	2
K03786	2
K15055	2
K00864	2
K04518	3
K22278	8
K03797	11
K10710	1
K18950	3
K05994	2
K01271	2
K21330	2
K03428	1
K07149	6
K01872	2
K14244	3
K02600	2
K03572	2
K17467	13
K00012	5
K06956	2
K11615	2
K24258	2
K07137	5
K15654	1
K01839	4
K07568	3
K02190	2
K14333	1
K07442	2
K21268	2
K06950	16
K19504	21
K15986	2
K03527	2
K19888	1
K09761	4
K06989	2
K19119	3
K14440	2
K15526	3
K12261	2
K10917	4
K13853	4
K10254	2
K02970	1
K04083	2
K03237	2
K17850	19
K03698	1
K13332	1
K15234	2
K02027	2
K07089	2
K06921	2
K06217	2
K19340	5
K07050	3
K01776	2
K03491	46
K08071	2
K01356	3
K16789	2
K19506	14
K19270	3
K00602	2
K03306	2
K07056	2
K24948	3
K17466	11
K19338	3
K18444	22
K01471	5
K24301	2
K23393	6
K18220	2
K02770	6
K11062	2
K03699	6
K21478	4
K24557	1
K03790	10
K19118	2
K03657	6
K00927	1
K03771	2
K03316	6
K00865	1
K02791	1
K14415	2
K04567	4
K21536	1
K03310	2
K12297	4
K03324	11
K06207	1
K20785	2
K18894	1
K07001	2
K09516	22
K04478	3
K02015	2
K17473	2
K21885	1
K18478	6
K06400	12
K19249	1
