K06889	2
K22544	15
K18467	9
K16346	13
K00027	12
K01740	19
K05349	28
K21218	13
K05880	1
K06409	106
K01649	26
K01876	16
K11962	51
K01665	5
K20478	4
K21698	43
K01939	12
K06993	16
K18208	11
K02067	12
K16409	21
K14952	17
K01870	25
K22273	4
K14191	1
K12927	1
K22369	3
K11153	4
K14422	2
K06173	19
K06442	14
K03671	4
K17989	13
K08314	9
K00003	6
K22503	14
K03328	8
K01153	3
K00005	1
K10974	17
K03319	74
K17210	1
K12924	1
K19439	1
K18889	1
K10942	1
K18961	3
K00820	19
K03215	24
K24593	12
K00766	27
K15574	2
K20509	8
K06041	39
K01584	1
K03404	22
K16326	17
K01009	4
K01924	14
K21984	2
K20207	12
K01951	26
K03147	20
K19405	22
K16898	25
K01972	20
K03110	8
K13560	14
K05685	16
K02035	54
K03086	9
K19360	2
K16785	32
K18118	9
K06898	4
K03116	2
K11720	13
K01916	10
K13566	15
K06209	3
K00824	13
K16412	2
K20884	14
K15094	1
K07107	6
K10742	9
K12371	16
K12914	26
K19563	16
K00764	14
K24018	16
K03365	18
K07052	2
K18532	6
K23186	2
K07071	4
K18303	1
K03564	10
K03701	1
K19247	6
K07462	24
K01008	15
K02066	4
K13542	22
K13468	1
K08303	41
K00600	12
K19111	32
K21027	14
K22623	1
K03762	44
K24530	1
K02232	9
K12982	8
K05808	6
K04078	4
K01096	5
K18930	4
K17677	53
K03744	6
K22974	1
K07282	22
K13727	1
K02982	2
K15808	11
K02337	1
K17828	19
K24548	1
K03531	4
K21838	1
K22131	1
K03498	40
K02574	9
K11755	16
K03070	13
K09818	17
K04765	12
K23055	2
K13498	27
K21003	47
K15637	7
K08301	18
K20441	2
K01685	1
K12574	29
K03703	21
K01755	17
K04763	6
K03076	4
K06981	30
K19818	14
K03665	9
K00882	24
K18258	15
K17732	1
K00790	9
K14152	13
K05597	20
K06193	9
K09121	4
K02652	11
K23990	3
K15586	13
K00796	16
K03649	8
K04079	1
K24446	21
K24534	8
K03596	21
K06287	7
K21613	20
K03457	21
K14949	1
K05914	4
K18902	2
K00053	6
K10300	12
K06975	1
K01652	36
K20531	3
K24251	17
K06868	1
K01890	26
K16651	11
K00174	8
K03074	2
K09002	7
K20450	3
K16639	39
K00520	1
K18556	12
K12901	27
K04781	21
K07482	27
K00133	11
K15727	2
K09384	5
K19622	8
K07552	26
K00526	11
K05946	14
K04651	9
K08195	8
K21816	4
K11147	1
K17723	33
K04043	33
K18672	7
K09157	11
K22777	22
K17725	1
K04069	61
K16171	2
K03924	39
K19585	13
K24573	30
K02992	3
K20772	1
K19157	3
K04486	18
K20747	5
K13637	4
K20257	14
K00313	25
K03629	23
K21600	3
K09065	5
K01886	4
K04718	10
K07034	8
K05665	54
K15256	67
K03559	25
K03809	2
K19725	12
K04773	6
K07141	36
K00547	35
K21814	24
K17063	7
K15939	1
K19036	4
K01207	27
K06013	11
K00611	29
K15067	7
K14588	1
K03833	29
K13920	1
K02334	5
K16013	25
K23997	24
K01533	26
K00265	27
K05499	1
K17867	11
K02988	2
K03282	10
K16044	3
K09903	6
K18814	23
K24120	1
K07393	17
K07739	1
K17744	5
K09155	45
K22773	21
K04708	2
K04072	4
K03664	11
K12988	5
K11145	21
K05030	2
K02238	31
K03768	13
K03075	6
K12528	22
K00175	8
K14977	1
K22068	4
K13700	10
K18180	2
K19691	7
K23128	2
K00088	7
K02528	1
K21832	17
K19250	5
K01921	10
K21919	1
K15891	35
K03609	30
K06350	24
K09691	5
K12684	1
K04020	2
K13829	35
K08252	14
K12950	50
K19594	5
K00795	1
K13818	25
K03394	9
K23270	1
K23993	1
K03829	30
K00362	4
K06187	5
K22296	34
K19076	14
K18960	1
K07289	10
K22719	10
K02227	8
K21480	13
K01989	27
K03189	12
K22589	43
K00128	15
K11106	15
K03111	14
K22043	2
K12573	25
K05836	5
K19221	19
K11956	25
K03150	10
K21624	21
K03593	18
K11754	18
K10545	58
K22497	2
K02168	22
K05674	23
K03595	33
K01251	11
K08483	18
K00525	17
K01696	20
K02440	5
K15633	19
K20453	11
K01687	17
K19724	12
K09710	13
K21934	1
K02446	4
K09772	6
K06960	1
K07042	13
K07033	6
K19835	1
K07637	10
K02502	26
K04040	12
K04485	19
K19597	1
K17972	7
K16014	13
K15904	16
K01534	25
K13292	11
K08678	1
K03380	1
K24206	22
K07101	27
K06020	50
K24570	1
K06158	23
K03723	1
K03292	46
K19411	15
K02224	20
K06942	17
K05394	21
K19673	3
K17580	2
K01798	14
K09951	26
K00134	9
K07456	51
K05837	30
K00099	14
K20571	1
K01999	15
K15255	19
K03585	18
K05666	37
K02536	10
K01883	18
K23525	2
K07559	1
K00057	13
K17597	7
K14623	11
K05829	19
K06180	101
K23351	17
K06024	8
K07257	5
K03923	15
K06909	6
K03715	15
K18922	1
K16180	16
K23242	19
K00260	5
K17724	21
K04027	10
K12941	31
K13923	3
K13713	9
K06016	27
K23316	23
K05906	9
K08679	39
K01439	14
K03177	15
K22302	1
K11814	1
K06999	1
K03475	11
K03437	11
K03526	9
K07579	16
K00042	1
K10558	6
K20516	1
K02016	32
K14680	21
K06941	15
K09952	13
K19783	1
K03429	14
K21509	1
K18416	28
K02051	18
K21223	8
K20419	7
K11016	3
K03654	9
K00951	10
K03621	7
K24588	1
K11708	23
K07264	49
K07277	15
K07316	8
K03551	1
K16377	1
K21508	6
K02020	12
K11733	10
K03524	10
K16216	5
K02600	7
K01966	5
K03307	24
K01847	1
K16871	19
K02014	1
K03572	17
K19233	8
K19242	4
K07467	1
K16247	23
K21330	9
K01271	15
K13611	5
K07326	19
K16113	1
K11709	21
K00371	5
K04518	6
K03797	13
K22278	38
K15540	2
K03234	20
K18950	22
K10710	27
K12960	21
K02851	6
K02501	24
K03780	20
K08989	10
K03325	31
K01709	2
K00772	7
K24556	2
K03650	41
K12252	16
K20758	11
K05540	8
K21147	1
K02839	26
K19460	3
K13853	9
K04083	17
K21512	9
K02970	1
K08998	1
K17850	27
K03237	30
K03794	26
K00648	15
K14440	4
K21425	1
K18216	6
K14417	5
K17506	3
K24598	1
K15437	20
K12261	1
K15986	17
K06950	45
K22576	25
K03562	46
K21896	19
K03527	14
K06911	6
K09761	12
K14696	19
K18534	52
K00012	15
K06956	10
K07137	24
K07568	16
K01839	22
K19793	56
K02190	34
K21268	27
K19222	27
K03787	6
K23744	10
K03281	42
K02625	8
K03657	39
K02005	8
K07504	2
K00927	18
K00962	1
K15572	4
K23393	62
K17362	1
K18220	5
K21138	1
K03699	20
K24557	1
K22373	5
K03790	1
K01356	11
K16789	13
K03546	20
K18123	17
K00602	24
K22090	2
K03306	8
K01679	16
K07056	18
K05786	26
K18444	3
K20527	3
K06217	19
K06921	21
K07089	22
K13306	24
K19340	9
K07050	25
K19692	12
K01776	12
K05995	12
K11749	9
K00198	22
K11259	2
K01791	14
K06897	11
K01879	22
K00571	2
K19379	5
K21226	5
K13525	2
K10036	52
K03470	16
K16792	2
K02015	124
K18146	4
K18138	2
K14245	2
K16363	10
K03525	6
K15961	1
K11930	15
K00048	19
K18337	3
K05601	4
K16302	11
K06207	13
K18831	7
K00849	1
K04478	11
K21530	3
K04096	17
K16114	59
K00865	1
K00863	1
K14574	3
K21071	24
K03242	2
K11183	2
K19313	11
K03041	11
K12902	24
K10199	13
K01258	19
K01007	22
K20209	7
K11991	18
K03149	14
K01878	13
K21502	1
K14652	17
K16110	3
K03326	32
K24040	1
K08955	2
K03783	7
K11079	11
K06443	10
K00925	10
K21440	5
K04094	18
K03655	46
K06901	30
K21417	24
K03785	11
K14162	25
K06147	4
K01486	15
K19463	1
K24600	3
K03856	12
K13409	2
K21426	4
K06206	27
K21168	23
K00677	8
K13993	1
K20504	1
K07505	1
K02004	6
K14059	37
K03500	45
K11161	5
K06200	18
K14445	26
K11069	13
K03340	12
K13995	15
K06381	26
K03118	11
K20532	2
K00609	15
K02032	1
K10037	9
K19796	17
K21911	11
K07448	2
K13477	1
K18151	1
K21861	1
K03442	14
K07082	22
K06890	7
K10018	2
K00075	17
K01868	20
K02193	9
K16328	61
K01937	7
K19562	38
K14058	3
K04564	14
K02000	10
K19448	1
K08223	46
K02355	22
K15578	13
K22789	2
K05515	18
K19304	16
K00873	19
K20506	10
K10829	1
K24180	23
K02231	9
K03793	6
K15057	4
K07306	20
K08302	6
K20442	9
K00156	16
K01869	21
K03543	67
K11737	17
K02521	14
K11626	14
K18302	1
K22472	1
K19218	16
K03466	24
K22132	30
K03303	7
K23188	1
K07053	42
K01000	12
K09698	56
K10906	1
K03545	14
